Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","100 mg/An","34978","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","No/An","76","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","100 mg/An","34978","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","No/An","76","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2010","2010","100 g/ha","82551","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2011","2011","100 g/ha","81593","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2012","2012","100 g/ha","82817","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2013","2013","100 g/ha","77173","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2014","2014","100 g/ha","81070","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2015","2015","100 g/ha","81249","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2016","2016","100 g/ha","81590","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2017","2017","100 g/ha","83247","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2018","2018","100 g/ha","82670","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2019","2019","100 g/ha","83490","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2020","2020","100 g/ha","82383","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2021","2021","100 g/ha","79520","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01657","Ginger, raw","2022","2022","100 g/ha","78773","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2010","2010","100 g/ha","44364","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2011","2011","100 g/ha","49802","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2012","2012","100 g/ha","52752","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2013","2013","100 g/ha","52640","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2014","2014","100 g/ha","58868","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2015","2015","100 g/ha","60601","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2016","2016","100 g/ha","62829","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2017","2017","100 g/ha","64203","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2018","2018","100 g/ha","64692","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2019","2019","100 g/ha","65016","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","65990","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2021","2021","100 g/ha","68848","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01252","Green garlic","2022","2022","100 g/ha","72956","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2010","2010","100 g/ha","15917","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2011","2011","100 g/ha","16899","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2012","2012","100 g/ha","16658","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2013","2013","100 g/ha","17319","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2014","2014","100 g/ha","19093","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2015","2015","100 g/ha","17861","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2016","2016","100 g/ha","17435","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2017","2017","100 g/ha","17901","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2018","2018","100 g/ha","17566","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2019","2019","100 g/ha","17820","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2020","2020","100 g/ha","18439","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2021","2021","100 g/ha","19102","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0142","Groundnuts, excluding shelled","2022","2022","100 g/ha","18563","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2010","2010","100 mg/An","15932","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2010","2010","No/An","34","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2011","2011","100 mg/An","16048","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2011","2011","No/An","34","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2012","2012","100 mg/An","16040","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2012","2012","No/An","34","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2013","2013","100 mg/An","14000","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2013","2013","No/An","30","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2014","2014","100 mg/An","18189","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2014","2014","No/An","40","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2015","2015","100 mg/An","19347","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2015","2015","No/An","42","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2016","2016","100 mg/An","20403","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2016","2016","No/An","44","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2017","2017","100 mg/An","24979","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2017","2017","No/An","54","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2018","2018","100 mg/An","25303","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2018","2018","No/An","55","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2019","2019","100 mg/An","26388","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2019","2019","No/An","57","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2020","2020","100 mg/An","25557","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2020","2020","No/An","56","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2021","2021","100 mg/An","25701","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2021","2021","No/An","56","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5410","Yield","0231","Hen eggs in shell, fresh","2022","2022","100 mg/An","24812","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5413","Yield","0231","Hen eggs in shell, fresh","2022","2022","No/An","54","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2010","2010","100 g/ha","22180","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2011","2011","100 g/ha","21494","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2012","2012","100 g/ha","19095","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2013","2013","100 g/ha","20426","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2014","2014","100 g/ha","20264","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2015","2015","100 g/ha","20647","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2016","2016","100 g/ha","19832","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2017","2017","100 g/ha","20280","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2018","2018","100 g/ha","21284","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2019","2019","100 g/ha","21349","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2020","2020","100 g/ha","25779","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2021","2021","100 g/ha","24656","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.01","Jute, raw or retted","2022","2022","100 g/ha","21202","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2010","2010","100 g/ha","72097","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2011","2011","100 g/ha","70386","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2012","2012","100 g/ha","85234","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2013","2013","100 g/ha","161893","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2014","2014","100 g/ha","305580","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2015","2015","100 g/ha","12020","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2016","2016","100 g/ha","25970","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2017","2017","100 g/ha","55866","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2018","2018","100 g/ha","107143","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2019","2019","100 g/ha","18613","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2020","2020","100 g/ha","23512","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2021","2021","100 g/ha","28936","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","100 g/ha","33228","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2010","2010","100 g/ha","25267","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2011","2011","100 g/ha","25401","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2012","2012","100 g/ha","36992","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2013","2013","100 g/ha","33113","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2014","2014","100 g/ha","43179","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2015","2015","100 g/ha","28397","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2016","2016","100 g/ha","32247","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2017","2017","100 g/ha","26816","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2018","2018","100 g/ha","37473","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2019","2019","100 g/ha","10435","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2020","2020","100 g/ha","9248","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2021","2021","100 g/ha","12429","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01322","Lemons and limes","2022","2022","100 g/ha","17116","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2010","2010","100 g/ha","9199","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2011","2011","100 g/ha","9695","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2012","2012","100 g/ha","9290","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2013","2013","100 g/ha","10352","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2014","2014","100 g/ha","12599","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2015","2015","100 g/ha","11496","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2016","2016","100 g/ha","10240","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2017","2017","100 g/ha","10911","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","11325","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2019","2019","100 g/ha","12315","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","12553","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2021","2021","100 g/ha","12708","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01704","Lentils, dry","2022","2022","100 g/ha","13204","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2010","2010","100 g/ha","45035","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2011","2011","100 g/ha","45776","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2012","2012","100 g/ha","44156","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2013","2013","100 g/ha","44156","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2014","2014","100 g/ha","53542","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2015","2015","100 g/ha","55833","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2016","2016","100 g/ha","55436","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2017","2017","100 g/ha","58957","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01214","Lettuce and chicory","2018","2018","100 g/ha","54215","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2010","2010","100 g/ha","6517","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2011","2011","100 g/ha","6541","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2012","2012","100 g/ha","6482","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2013","2013","100 g/ha","6452","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2014","2014","100 g/ha","10117","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2015","2015","100 g/ha","6941","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2016","2016","100 g/ha","6821","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2017","2017","100 g/ha","7763","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2018","2018","100 g/ha","7925","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2019","2019","100 g/ha","6891","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2020","2020","100 g/ha","7528","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2021","2021","100 g/ha","7172","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01441","Linseed","2022","2022","100 g/ha","7197","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2010","2010","100 g/ha","58378","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2011","2011","100 g/ha","61512","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2012","2012","100 g/ha","65838","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2013","2013","100 g/ha","65953","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2014","2014","100 g/ha","69151","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2015","2015","100 g/ha","69841","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2016","2016","100 g/ha","73008","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2017","2017","100 g/ha","77598","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2018","2018","100 g/ha","82104","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2019","2019","100 g/ha","80192","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2020","2020","100 g/ha","85123","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2021","2021","100 g/ha","85790","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","0112","Maize (corn)","2022","2022","100 g/ha","89118","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2010","2010","100 g/ha","65296","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2011","2011","100 g/ha","80034","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2012","2012","100 g/ha","76214","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2013","2013","100 g/ha","80006","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2014","2014","100 g/ha","80024","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2015","2015","100 g/ha","104957","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2016","2016","100 g/ha","332446","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2017","2017","100 g/ha","327632","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","100 g/ha","287517","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2019","2019","100 g/ha","108395","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","100 g/ha","118238","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","100 g/ha","104333","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5419","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","100 g/ha","104383","A","Official figure",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2010","2010","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2011","2011","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2012","2012","100 g/An","801","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2013","2013","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2014","2014","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2015","2015","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2016","2016","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2017","2017","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2018","2018","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2019","2019","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2020","2020","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2021","2021","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21112","Meat of buffalo, fresh or chilled","2022","2022","100 g/An","800","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","100 g/An","705","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","100 g/An","711","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","100 g/An","710","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","100 g/An","710","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","100 g/An","709","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","100 g/An","713","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","100 g/An","718","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","100 g/An","721","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","100 g/An","723","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","100 g/An","723","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","100 g/An","722","E","Estimated value",""
"QCL","Crops and livestock products","050","Bangladesh","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","100 g/An","723","E","Estimated value",""
